"sep=,"
Name,Type,Color,Rarity,Author,Power,Toughness,Mana cost,Converted mana cost,Count,Foil count,Special foil count,Price,Foil price,Number,Set,ID,Multiverse ID,Comments,To trade,Condition,Grading,Languages,TCG ID,Cardmarket ID
"Okiba Salvage","Sorcery",Black,Uncommon,"Lie Setiawan",0,0,(4)(B),5,1,0,0,$0.04,$0.08,118,"Kamigawa: Neon Dynasty",71673,548419,,0,,,,262664,608221
"Reckoner Shakedown","Sorcery",Black,Common,"Josu Hernaiz",0,0,(2)(B),3,0,0,0,$0.06,$0.08,119,"Kamigawa: Neon Dynasty",71674,548420,,0,,,,262772,608222
"Reckoner's Bargain","Instant",Black,Common,"Justine Cruz",0,0,(1)(B),2,0,0,0,$0.15,$0.38,120,"Kamigawa: Neon Dynasty",71675,548421,,0,,,,262771,608223
"Return to Action","Instant",Black,Common,"Jeremy Wilson",0,0,(1)(B),2,2,0,0,$0.11,$0.11,121,"Kamigawa: Neon Dynasty",71676,548422,,0,2xMint,,2xEnglish,262769,608224
"Soul Transfer","Sorcery",Black,Rare,"Lorenzo Mastroianni",0,0,(1)(B)(B),3,0,0,0,$0.21,$0.21,122,"Kamigawa: Neon Dynasty",71677,548423,,0,,,,262610,607641
"Tatsunari, Toad Rider","Legendary Creature - Human Ninja",Black,Rare,"Justine Cruz",3,3,(2)(B),3,0,0,0,$0.13,$0.29,123,"Kamigawa: Neon Dynasty",71678,548424,,0,,,,262137,607188
"Tribute to Horobi","Enchantment - Saga",Black,Rare,"Robin Olausson",0,0,(1)(B),2,0,0,0,$0.14,$0.17,124,"Kamigawa: Neon Dynasty",71679,548425,,0,,,,262277,607377
"Echo of Death's Wail","Enchantment Creature - Spirit",Black,Rare,"Robin Olausson",3,3,,2,0,0,0,$0.14,$0.17,124,"Kamigawa: Neon Dynasty",71680,548425,,0,,,,262277,607377
"Twisted Embrace","Enchantment - Aura",Black,Common,"Betty Jiang",0,0,(2)(B)(B),4,0,0,0,$0.05,$0.11,125,"Kamigawa: Neon Dynasty",71681,548427,,0,,,,262766,608225
"Undercity Scrounger","Artifact Creature - Human Rogue",Black,Common,"Mike Jordana",1,4,(2)(B),3,1,0,0,$0.04,$0.09,126,"Kamigawa: Neon Dynasty",71682,548428,,0,,,,262762,608226
"Unforgiving One","Creature - Spirit",Black,Uncommon,"Fariba Khamseh",2,3,(2)(B),3,1,0,0,$0.09,$0.12,127,"Kamigawa: Neon Dynasty",71683,548429,,0,1xMint,,1xEnglish,262758,608227
"Virus Beetle","Artifact Creature - Insect",Black,Common,"Dan Scott",1,1,(1)(B),2,1,0,0,$0.10,$0.14,128,"Kamigawa: Neon Dynasty",71684,548430,,0,,,,262750,608228
"You Are Already Dead","Instant",Black,Common,"Zoltan Boros",0,0,(B),1,1,1,0,$0.14,$0.14,129,"Kamigawa: Neon Dynasty",71685,548431,,0,1xMint,,1xEnglish,262611,607585
"Akki Ember-Keeper","Enchantment Creature - Goblin Warrior",Red,Common,"April Prime",2,1,(1)(R),2,1,0,0,$0.04,$0.05,130,"Kamigawa: Neon Dynasty",71686,548432,,0,,,,262129,607023
"Akki Ronin","Creature - Goblin Samurai",Red,Common,"Olivier Bernard",1,3,(1)(R),2,1,0,0,$0.04,$0.05,131,"Kamigawa: Neon Dynasty",71687,548433,,0,,,,262786,608229
"Akki War Paint","Enchantment - Aura",Red,Common,"Jeremy Wilson",0,0,(R),1,1,0,0,$0.06,$0.06,132,"Kamigawa: Neon Dynasty",71688,548434,,0,,,,262168,607159
"Ambitious Assault","Instant",Red,Common,"Wayne Reynolds",0,0,(2)(R),3,0,0,0,$0.05,$0.10,133,"Kamigawa: Neon Dynasty",71689,548435,,0,,,,262788,608230
"Atsushi, the Blazing Sky","Legendary Creature - Dragon Spirit",Red,Mythic,"Victor Adame Minguez",4,4,(2)(R)(R),4,0,0,0,$4.67,$5.39,134,"Kamigawa: Neon Dynasty",71690,548436,,0,,,,257672,605019
"Bronzeplate Boar","Artifact Creature - Equipment Boar",Red,Uncommon,"Campbell White",3,2,(2)(R),3,2,0,0,$0.08,$0.17,135,"Kamigawa: Neon Dynasty",71691,548437,,0,2xMint,,2xEnglish,262141,607104
"Crackling Emergence","Enchantment - Aura",Red,Common,"Jason Kang",0,0,(1)(R),2,1,0,0,$0.06,$0.06,136,"Kamigawa: Neon Dynasty",71692,548438,,0,,,,262793,608231
"Dragonspark Reactor","Artifact",Red,Uncommon,"Billy Christian",0,0,(1)(R),2,0,0,0,$0.11,$0.27,137,"Kamigawa: Neon Dynasty",71693,548439,,0,,,,262672,608232
"Experimental Synthesizer","Artifact",Red,Common,"Yeong-Hao Han",0,0,(R),1,2,1,0,$0.25,$0.84,138,"Kamigawa: Neon Dynasty",71694,548440,,0,2xMint,,2xEnglish,262794,608233
"Explosive Entry","Sorcery",Red,Common,"Marta Nael",0,0,(1)(R),2,1,0,0,$0.16,$0.16,139,"Kamigawa: Neon Dynasty",71695,548441,,0,,,,262796,608234
"Explosive Singularity","Sorcery",Red,Mythic,"Liiga Smilshkalne",0,0,(8)(R)(R),10,0,0,0,$0.34,$0.87,140,"Kamigawa: Neon Dynasty",71696,548442,,0,,,,262798,608235
"Fable of the Mirror-Breaker","Enchantment - Saga",Red,Rare,"Joseph Meehan",0,0,(2)(R),3,0,0,0,$6.66,$7.56,141,"Kamigawa: Neon Dynasty",71697,548443,,0,,,,262222,607389
"Reflection of Kiki-Jiki","Enchantment Creature - Goblin Shaman",Red,Rare,"Joseph Meehan",2,2,,3,0,0,0,$6.66,$7.56,141,"Kamigawa: Neon Dynasty",71698,548443,,0,,,,262222,607389
"Flame Discharge","Instant",Red,Uncommon,"Joshua Raphael",0,0,(X)(R),1,1,0,0,$0.05,$0.15,142,"Kamigawa: Neon Dynasty",71699,548445,,0,1xMint,,1xEnglish,262800,608236
"Gift of Wrath","Enchantment - Aura",Red,Common,"Isis",0,0,(3)(R),4,0,0,0,$0.03,$0.06,143,"Kamigawa: Neon Dynasty",71700,548446,,0,,,,262802,608237
"Go-Shintai of Ancient Wars","Legendary Enchantment Creature - Shrine",Red,Uncommon,"Johannes Voss",2,2,(2)(R),3,1,0,0,$0.13,$0.26,144,"Kamigawa: Neon Dynasty",71701,548447,,0,,,,262403,607356
"Goro-Goro, Disciple of Ryusei","Legendary Creature - Goblin Samurai",Red,Rare,"Mike Jordana",2,2,(1)(R),2,1,1,0,$0.27,$0.42,145,"Kamigawa: Neon Dynasty",71702,548448,,0,1xMint,,1xEnglish,262056,607036
"Heiko Yamazaki, the General","Legendary Creature - Human Samurai",Red,Uncommon,"Magali Villeneuve",3,3,(3)(R),4,1,0,0,$0.10,$0.11,146,"Kamigawa: Neon Dynasty",71703,548449,,0,,,,262414,607511
"Invoke Calamity","Instant",Red,Rare,"Svetlin Velinov",0,0,(1)(R)(R)(R)(R),5,0,0,0,$0.23,$0.46,147,"Kamigawa: Neon Dynasty",71704,548450,,0,,,,262178,607201
"Ironhoof Boar","Artifact Creature - Boar",Red,Common,"Antonio José Manzanedo",5,4,(5)(R),6,1,0,0,$0.06,$0.06,148,"Kamigawa: Neon Dynasty",71705,548451,,0,,,,262803,608238
"Kami of Industry","Creature - Spirit",Red,Common,"Chris Rahn",3,6,(4)(R),5,0,0,0,$0.03,$0.05,149,"Kamigawa: Neon Dynasty",71706,548452,,0,,,,262804,608239
"Kami's Flare","Instant",Red,Common,"Tia Masic",0,0,(1)(R),2,0,0,0,$0.03,$0.15,150,"Kamigawa: Neon Dynasty",71707,548453,,0,,,,262805,608240
"Kindled Fury","Instant",Red,Common,"Dmitry Burmak",0,0,(R),1,0,0,0,$0.04,$0.05,151,"Kamigawa: Neon Dynasty",71708,548454,,0,,,,262806,608241
"Kumano Faces Kakkazan","Enchantment - Saga",Red,Uncommon,"Mike Bierek",0,0,(R),1,1,0,0,$0.13,$0.21,152,"Kamigawa: Neon Dynasty",71709,548455,,0,,,,262776,608242
"Etching of Kumano","Enchantment Creature - Human Shaman",Red,Uncommon,"Mike Bierek",2,2,,1,1,0,0,$0.13,$0.21,152,"Kamigawa: Neon Dynasty",71710,548455,,0,,,,262776,608242
"Lizard Blades","Artifact Creature - Equipment Lizard",Red,Rare,"Jason Kang",1,1,(1)(R),2,1,0,0,$0.38,$0.65,153,"Kamigawa: Neon Dynasty",71711,548457,,0,1xMint,,1xEnglish,262181,607195
"March of Reckless Joy","Instant",Red,Rare,"Fiona Hsieh",0,0,(X)(R),1,1,0,0,$0.29,$0.38,154,"Kamigawa: Neon Dynasty",71712,548458,,0,,,,262241,607371
"Ogre-Head Helm","Artifact Creature - Equipment Ogre",Red,Rare,"Viko Menezes",2,2,(1)(R),2,0,0,0,$0.16,$0.31,155,"Kamigawa: Neon Dynasty",71713,548459,,0,,,,262807,608243
"Peerless Samurai","Creature - Human Samurai",Red,Common,"Micah Epstein",2,3,(2)(R),3,1,0,0,$0.06,$0.06,156,"Kamigawa: Neon Dynasty",71714,548460,,0,1xMint,,1xEnglish,262206,607342
"Rabbit Battery","Artifact Creature - Equipment Rabbit",Red,Uncommon,"Justyna Gil",1,1,(R),1,1,0,0,$0.18,$0.47,157,"Kamigawa: Neon Dynasty",71715,548461,,0,,,,262809,608244
"Reinforced Ronin","Artifact Creature - Human Samurai",Red,Uncommon,"Kekai Kotaki",2,2,(R),1,1,0,0,$0.12,$0.23,158,"Kamigawa: Neon Dynasty",71716,548462,,0,,,,262810,608245
"Scrap Welder","Creature - Goblin Artificer",Red,Rare,"Simon Dominic",3,3,(2)(R),3,0,0,0,$0.16,$0.28,159,"Kamigawa: Neon Dynasty",71717,548463,,0,,,,262244,607160
"Scrapyard Steelbreaker","Artifact Creature - Human Warrior",Red,Common,"Eric Wilkerson",3,4,(3)(R),4,1,0,0,$0.03,$0.05,160,"Kamigawa: Neon Dynasty",71718,548464,,0,,,,262813,608246
"Seismic Wave","Instant",Red,Uncommon,"Aaron J. Riley",0,0,(2)(R),3,0,0,0,$0.09,$0.20,161,"Kamigawa: Neon Dynasty",71719,548465,,0,,,,262816,608247
"The Shattered States Era","Enchantment - Saga",Red,Common,"David Gaillet",0,0,(4)(R),5,2,0,0,$0.08,$0.08,162,"Kamigawa: Neon Dynasty",71720,548466,,0,2xMint,,2xEnglish,261999,607008
"Nameless Conqueror","Enchantment Creature - Human Samurai",Red,Common,"David Gaillet",3,3,,5,2,0,0,$0.08,$0.08,162,"Kamigawa: Neon Dynasty",71721,548466,,0,2xMint,,2xEnglish,261999,607008
"Simian Sling","Artifact Creature - Equipment Monkey",Red,Common,"Nicholas Elias",1,1,(R),1,1,0,0,$0.06,$0.06,163,"Kamigawa: Neon Dynasty",71722,548468,,0,,,,262177,607022
"Sokenzan Smelter","Creature - Goblin Artificer",Red,Uncommon,"Svetlin Velinov",2,2,(1)(R),2,1,0,0,$0.06,$0.13,164,"Kamigawa: Neon Dynasty",71723,548469,,0,,,,262140,607103
"Tempered in Solitude","Enchantment",Red,Uncommon,"Chris Cold",0,0,(1)(R),2,1,0,0,$0.06,$0.15,165,"Kamigawa: Neon Dynasty",71724,548470,,0,,,,262190,607328
"Thundering Raiju","Creature - Spirit",Red,Rare,"Xavier Ribeiro",3,3,(2)(R)(R),4,1,0,0,$0.19,$0.40,166,"Kamigawa: Neon Dynasty",71725,548471,,0,1xMint,,1xEnglish,262818,608248
"Towashi Songshaper","Artifact Creature - Human Artificer",Red,Common,"Fajareka Setiawan",2,2,(1)(R),2,1,0,0,$0.10,$0.10,167,"Kamigawa: Neon Dynasty",71726,548472,,0,,,,262820,608249
"Twinshot Sniper","Artifact Creature - Goblin Archer",Red,Uncommon,"Brent Hollowell",2,3,(3)(R),4,1,0,0,$0.11,$0.28,168,"Kamigawa: Neon Dynasty",71727,548473,,0,,,,262155,607198
"Unstoppable Ogre","Artifact Creature - Ogre Warrior",Red,Common,"Xavier Ribeiro",4,1,(2)(R),3,1,0,0,$0.03,$0.04,169,"Kamigawa: Neon Dynasty",71728,548474,,0,,,,262246,607161
"Upriser Renegade","Creature - Human Samurai",Red,Uncommon,"David Auden Nash",1,3,(1)(R),2,1,0,0,$0.09,$0.12,170,"Kamigawa: Neon Dynasty",71729,548475,,0,,,,262254,607372
"Voltage Surge","Instant",Red,Common,"Randy Vargas",0,0,(R),1,2,1,0,$0.08,$0.18,171,"Kamigawa: Neon Dynasty",71730,548476,,0,,,,262825,608250
"Azusa's Many Journeys","Enchantment - Saga",Green,Uncommon,"Lindsey Look",0,0,(1)(G),2,1,0,0,$0.03,$0.10,172,"Kamigawa: Neon Dynasty",71731,548477,,0,,,,262000,607004
"Likeness of the Seeker","Enchantment Creature - Human Monk",Green,Uncommon,"Lindsey Look",3,3,,2,1,0,0,$0.03,$0.10,172,"Kamigawa: Neon Dynasty",71732,548477,,0,,,,262000,607004
"Bamboo Grove Archer","Enchantment Creature - Snake Archer",Green,Common,"Steve Prescott",3,3,(1)(G),2,1,0,0,$0.05,$0.08,173,"Kamigawa: Neon Dynasty",71733,548479,,0,,,,262188,607327
"Bearer of Memory","Enchantment Creature - Human Monk",Green,Common,"Randy Vargas",3,2,(2)(G),3,1,0,0,$0.05,$0.05,174,"Kamigawa: Neon Dynasty",71734,548480,,0,,,,262698,608251
"Blossom Prancer","Creature - Spirit",Green,Uncommon,"Ryan Yee",4,4,(3)(G)(G),5,1,1,0,$0.05,$0.08,175,"Kamigawa: Neon Dynasty",71735,548481,,0,,,,262701,608252
"Boon of Boseiju","Instant",Green,Uncommon,"Anastasia Ovchinnikova",0,0,(1)(G),2,1,0,0,$0.08,$0.12,176,"Kamigawa: Neon Dynasty",71736,548482,,0,,,,262657,608253
"Boseiju Reaches Skyward","Enchantment - Saga",Green,Uncommon,"Zezhou Chen",0,0,(3)(G),4,1,0,0,$0.06,$0.11,177,"Kamigawa: Neon Dynasty",71737,548483,,0,,,,262007,607013
"Branch of Boseiju","Enchantment Creature - Plant",Green,Uncommon,"Zezhou Chen",0,0,,4,1,0,0,$0.06,$0.11,177,"Kamigawa: Neon Dynasty",71738,548483,,0,,,,262007,607013
"Careful Cultivation","Enchantment - Aura",Green,Common,"A. M. Sartor",0,0,(2)(G),3,1,0,0,$0.04,$0.10,178,"Kamigawa: Neon Dynasty",71739,548485,,0,,,,262705,608254
"Coiling Stalker","Creature - Snake Ninja",Green,Common,"Svetlin Velinov",2,1,(1)(G),2,1,0,0,$0.05,$0.05,179,"Kamigawa: Neon Dynasty",71740,548486,,0,,,,262577,607590
"Commune with Spirits","Sorcery",Green,Common,"Aurore Folny",0,0,(G),1,1,0,0,$0.10,$0.10,180,"Kamigawa: Neon Dynasty",71741,548487,,0,,,,262709,608255
"The Dragon-Kami Reborn","Enchantment - Saga",Green,Rare,"Alix Branwyn",0,0,(2)(G),3,0,0,0,$0.14,$0.14,181,"Kamigawa: Neon Dynasty",71742,548488,,0,,,,262012,607005
"Dragon-Kami's Egg","Enchantment Creature - Egg",Green,Rare,"Alix Branwyn",0,1,,3,0,0,0,$0.14,$0.14,181,"Kamigawa: Neon Dynasty",71743,548488,,0,,,,262012,607005
"Fade into Antiquity","Sorcery",Green,Common,"Muhammad Firdaus",0,0,(2)(G),3,0,0,0,$0.08,$0.08,182,"Kamigawa: Neon Dynasty",71744,548490,,0,,,,262711,608256
"Fang of Shigeki","Enchantment Creature - Snake Ninja",Green,Common,"Yigit Koroglu",1,1,(G),1,2,1,0,$0.04,$0.06,183,"Kamigawa: Neon Dynasty",71745,548491,,0,,,,262416,607644
"Favor of Jukai","Enchantment - Aura",Green,Common,"Howard Lyon",0,0,(3)(G),4,2,1,0,$0.09,$0.09,184,"Kamigawa: Neon Dynasty",71746,548492,,0,,,,262714,608257
"Generous Visitor","Creature - Spirit",Green,Uncommon,"Iris Compiet",1,1,(G),1,1,0,0,$0.16,$0.29,185,"Kamigawa: Neon Dynasty",71747,548493,,0,,,,262205,607336
"Geothermal Kami","Creature - Spirit",Green,Common,"Rudy Siswanto",4,3,(3)(G),4,1,0,0,$0.04,$0.05,186,"Kamigawa: Neon Dynasty",71748,548494,,0,,,,262127,607152
"Go-Shintai of Boundless Vigor","Legendary Enchantment Creature - Shrine",Green,Uncommon,"Johannes Voss",1,1,(1)(G),2,1,0,0,$0.13,$0.34,187,"Kamigawa: Neon Dynasty",71749,548495,,0,,,,262658,608258
"Grafted Growth","Enchantment - Aura",Green,Common,"Piotr Dura",0,0,(2)(G),3,1,0,0,$0.06,$0.10,188,"Kamigawa: Neon Dynasty",71750,548496,,0,,,,262717,608259
"Greater Tanuki","Enchantment Creature - Dog",Green,Common,"Ilse Gort",6,5,(4)(G)(G),6,1,0,0,$0.11,$0.11,189,"Kamigawa: Neon Dynasty",71751,548497,,0,,,,262131,607026
"Harmonious Emergence","Enchantment - Aura",Green,Common,"Simon Dominic",0,0,(3)(G),4,0,0,0,$0.10,$0.10,190,"Kamigawa: Neon Dynasty",71752,548498,,0,,,,262720,608260
"Heir of the Ancient Fang","Creature - Snake Samurai",Green,Common,"Joseph Weston",2,3,(2)(G),3,1,0,0,$0.05,$0.09,191,"Kamigawa: Neon Dynasty",71753,548499,,0,,,,262574,607588
"Historian's Wisdom","Enchantment - Aura",Green,Uncommon,"Jarel Threat",0,0,(2)(G),3,0,0,0,$0.03,$0.08,192,"Kamigawa: Neon Dynasty",71754,548500,,0,,,,262196,607351
"Invoke the Ancients","Sorcery",Green,Rare,"Filip Burburan",0,0,(1)(G)(G)(G)(G),5,0,0,0,$0.14,$0.19,193,"Kamigawa: Neon Dynasty",71755,548501,,0,,,,262724,608261
"Jugan Defends the Temple","Enchantment - Saga",Green,Mythic,"Daniel Ljunggren",0,0,(2)(G),3,0,0,0,$1.22,$1.88,194,"Kamigawa: Neon Dynasty",71756,548502,,0,,,,262781,608262
"Remnant of the Rising Star","Enchantment Creature - Dragon Spirit",Green,Mythic,"Daniel Ljunggren",2,2,,3,0,0,0,$1.22,$1.88,194,"Kamigawa: Neon Dynasty",71757,548502,,0,,,,262781,608262
"Jukai Preserver","Enchantment Creature - Human Druid",Green,Common,"Donato Giancola",3,3,(3)(G),4,1,0,0,$0.03,$0.05,195,"Kamigawa: Neon Dynasty",71758,548504,,0,,,,262727,608263
"Jukai Trainee","Creature - Human Samurai",Green,Common,"Francisco Miyara",2,2,(1)(G),2,1,0,0,$0.09,$0.09,196,"Kamigawa: Neon Dynasty",71759,548505,,0,,,,262729,608264
"Kami of Transience","Creature - Spirit",Green,Rare,"Steve Prescott",2,2,(1)(G),2,0,0,0,$0.42,$0.53,197,"Kamigawa: Neon Dynasty",71760,548506,,0,,,,262734,608265
"Kappa Tech-Wrecker","Creature - Turtle Ninja",Green,Uncommon,"Jehan Choo",1,3,(1)(G),2,0,0,0,$0.17,$0.17,198,"Kamigawa: Neon Dynasty",71761,548507,,0,,,,262119,607139
"Kodama of the West Tree","Legendary Creature - Spirit",Green,Mythic,"Daarken",3,3,(2)(G),3,0,0,0,$5.71,$6.62,199,"Kamigawa: Neon Dynasty",71762,548508,,0,,,,262128,607162
"Kura, the Boundless Sky","Legendary Creature - Dragon Spirit",Green,Mythic,"Donato Giancola",4,4,(3)(G)(G),5,0,0,0,$2.57,$2.96,200,"Kamigawa: Neon Dynasty",71763,548509,,0,,,,262659,608266
"March of Burgeoning Life","Instant",Green,Rare,"Wylie Beckert",0,0,(X)(G),1,1,0,0,$0.11,$0.33,201,"Kamigawa: Neon Dynasty",71764,548510,,0,,,,262622,608267
"Master's Rebuke","Instant",Green,Common,"Francisco Miyara",0,0,(1)(G),2,2,1,0,$0.06,$0.11,202,"Kamigawa: Neon Dynasty",71765,548511,,0,,,,262737,608268
"Orochi Merge-Keeper","Creature - Snake Druid",Green,Uncommon,"Brent Hollowell",1,1,(1)(G),2,3,1,0,$0.02,$0.08,203,"Kamigawa: Neon Dynasty",71766,548512,,0,3xMint,,3xEnglish,262745,608269
"Roaring Earth","Enchantment",Green,Uncommon,"Tuan Duong Chu",0,0,(1)(G),2,1,0,0,$0.12,$0.30,204,"Kamigawa: Neon Dynasty",71767,548513,,0,,,,262633,608270
"Season of Renewal","Instant",Green,Common,"Rovina Cai",0,0,(2)(G),3,1,0,0,$0.08,$0.08,205,"Kamigawa: Neon Dynasty",71768,548514,,0,,,,262748,608271
"Shigeki, Jukai Visionary","Legendary Enchantment Creature - Snake Druid",Green,Rare,"Anna Podedworna",1,3,(1)(G),2,1,1,0,$0.17,$0.35,206,"Kamigawa: Neon Dynasty",71769,548515,,0,,,,262759,608272
"Spinning Wheel Kick","Sorcery",Green,Uncommon,"Evyn Fong",0,0,(X)(X)(G)(G),2,0,0,0,$0.08,$0.15,207,"Kamigawa: Neon Dynasty",71770,548516,,0,,,,262467,607560
"Spring-Leaf Avenger","Creature - Insect Ninja",Green,Rare,"Wisnu Tan",6,5,(3)(G)(G),5,0,0,0,$0.13,$0.18,208,"Kamigawa: Neon Dynasty",71771,548517,,0,,,,262763,608273
"Storyweave","Instant",Green,Uncommon,"Rovina Cai",0,0,(2)(G),3,1,0,0,$0.08,$0.09,209,"Kamigawa: Neon Dynasty",71772,548518,,0,,,,262402,607646
"Tales of Master Seshiro","Enchantment - Saga",Green,Common,"Olena Richards",0,0,(4)(G),5,1,0,0,$0.03,$0.04,210,"Kamigawa: Neon Dynasty",71773,548519,,0,,,,262663,608274
"Seshiro's Living Legacy","Enchantment Creature - Snake Warrior",Green,Common,"Olena Richards",5,5,,5,1,0,0,$0.03,$0.04,210,"Kamigawa: Neon Dynasty",71774,548519,,0,,,,262663,608274
"Tamiyo's Safekeeping","Instant",Green,Common,"Aurore Folny",0,0,(G),1,1,0,0,$0.18,$0.62,211,"Kamigawa: Neon Dynasty",71775,548521,,0,,,,262765,608275
"Teachings of the Kirin","Enchantment - Saga",Green,Rare,"Sam Burley",0,0,(1)(G),2,1,0,0,$0.11,$0.12,212,"Kamigawa: Neon Dynasty",71776,548522,,0,,,,262015,607010
"Kirin-Touched Orochi","Enchantment Creature - Snake Monk",Green,Rare,"Sam Burley",1,1,,2,1,0,0,$0.11,$0.12,212,"Kamigawa: Neon Dynasty",71777,548522,,0,,,,262015,607010
"Weaver of Harmony","Enchantment Creature - Snake Druid",Green,Rare,"Tuan Duong Chu",2,2,(1)(G),2,0,0,0,$0.43,$0.91,213,"Kamigawa: Neon Dynasty",71778,548524,,0,,,,262448,607528
"Webspinner Cuff","Artifact Creature - Equipment Spider",Green,Uncommon,"Andrew Mar",1,4,(2)(G),3,1,0,0,$0.05,$0.10,214,"Kamigawa: Neon Dynasty",71779,548525,,0,,,,262767,608276
"Asari Captain","Creature - Human Samurai",Multicolors,Uncommon,"Donato Giancola",4,3,(3)(R)(W),5,1,0,0,$0.04,$0.11,215,"Kamigawa: Neon Dynasty",71780,548526,,0,,,,262255,607199
"Colossal Skyturtle","Enchantment Creature - Turtle",Multicolors,Uncommon,"Nicholas Gregory",6,5,(4)(G)(G)(U),7,1,0,0,$0.19,$0.61,216,"Kamigawa: Neon Dynasty",71781,548527,,0,,,,262770,608277
"Eiganjo Uprising","Sorcery",Multicolors,Rare,"Johan Grenier",0,0,(X)(R)(W),2,0,0,0,$0.10,$0.17,217,"Kamigawa: Neon Dynasty",71782,548528,,0,,,,262432,607512
"Enthusiastic Mechanaut","Artifact Creature - Goblin Artificer",Multicolors,Uncommon,"Anna Steinbauer",2,2,(U)(R),2,1,0,0,$0.13,$0.29,218,"Kamigawa: Neon Dynasty",71783,548529,,0,,,,262053,607037
"Gloomshrieker","Enchantment Creature - Cat Beast",Multicolors,Uncommon,"Fiona Hsieh",2,1,(1)(B)(G),3,1,0,0,$0.13,$0.25,219,"Kamigawa: Neon Dynasty",71784,548530,,0,,,,262256,607373
"Greasefang, Okiba Boss","Legendary Creature - Rat Pilot",Multicolors,Rare,"Victor Adame Minguez",4,3,(1)(W)(B),3,1,0,0,$0.43,$0.55,220,"Kamigawa: Neon Dynasty",71785,548531,,0,,,,262775,608278
"Hidetsugu Consumes All","Enchantment - Saga",Multicolors,Mythic,"Chris Cold",0,0,(1)(B)(R),3,1,0,0,$7.17,$8.64,221,"Kamigawa: Neon Dynasty",71786,548532,,0,,,,262287,607378
"Vessel of the All-Consuming","Enchantment Creature - Ogre Shaman",Multicolors,Mythic,"Chris Cold",3,3,,3,1,0,0,$7.17,$8.64,221,"Kamigawa: Neon Dynasty",71787,548532,,0,,,,262287,607378
"Hinata, Dawn-Crowned","Legendary Creature - Kirin Spirit",Multicolors,Rare,"Alexander Mokhov",4,4,(1)(U)(R)(W),4,0,0,0,$0.37,$0.68,222,"Kamigawa: Neon Dynasty",71788,548534,,0,,,,262612,607647
"Invigorating Hot Spring","Enchantment",Multicolors,Uncommon,"Gabor Szikszai",0,0,(1)(R)(G),3,1,0,0,$0.14,$0.21,223,"Kamigawa: Neon Dynasty",71789,548535,,0,1xMint,,1xEnglish,262778,608279
"Isshin, Two Heavens as One","Legendary Creature - Human Samurai",Multicolors,Rare,"Ryan Pancoast",3,4,(R)(W)(B),3,1,0,0,$0.24,$0.52,224,"Kamigawa: Neon Dynasty",71790,548536,,0,1xMint,,1xEnglish,262579,607627
"Jukai Naturalist","Enchantment Creature - Human Monk",Multicolors,Uncommon,"Anna Steinbauer",2,2,(G)(W),2,0,0,0,$0.33,$0.64,225,"Kamigawa: Neon Dynasty",71791,548537,,0,,,,262257,607163
"Kaito Shizuki","Legendary Planeswalker - Kaito",Multicolors,Mythic,"Yongjae Choi",0,0,(1)(U)(B),3,0,0,0,$11.73,$13.16,226,"Kamigawa: Neon Dynasty",71792,548538,,0,,,,257673,605020
"The Kami War","Enchantment - Saga",Multicolors,Mythic,"Kieran Yanner",0,0,(1)(W)(U)(B)(R)(G),6,0,0,0,$0.82,$1.34,227,"Kamigawa: Neon Dynasty",71793,548539,,0,,,,262027,606999
"O-Kagachi Made Manifest","Enchantment Creature - Dragon Spirit",Multicolors,Mythic,"Kieran Yanner",6,6,,6,0,0,0,$0.82,$1.34,227,"Kamigawa: Neon Dynasty",71794,548539,,0,,,,262027,606999
"Kotose, the Silent Spider","Legendary Creature - Human Ninja",Multicolors,Rare,"Marta Nael",4,4,(3)(U)(B),5,1,0,0,$0.14,$0.25,228,"Kamigawa: Neon Dynasty",71795,548541,,0,,,,262779,608280
"Naomi, Pillar of Order","Legendary Creature - Human Advisor",Multicolors,Uncommon,"Joshua Raphael",4,4,(3)(W)(B),5,1,0,0,$0.04,$0.11,229,"Kamigawa: Neon Dynasty",71796,548542,,0,1xMint,,1xEnglish,262187,607346
"Oni-Cult Anvil","Artifact",Multicolors,Uncommon,"Yeong-Hao Han",0,0,(B)(R),2,2,1,0,$0.16,$0.60,230,"Kamigawa: Neon Dynasty",71797,548543,,0,,,,262470,607558
"Prodigy's Prototype","Artifact - Vehicle",Multicolors,Uncommon,"Ryan Pancoast",3,4,(1)(W)(U),3,1,0,0,$0.10,$0.20,231,"Kamigawa: Neon Dynasty",71798,548544,,0,1xMint,,1xEnglish,262195,607350
"Raiyuu, Storm's Edge","Legendary Creature - Human Samurai",Multicolors,Rare,"Heonhwa Choe",3,3,(2)(R)(W),4,0,0,0,$0.16,$0.20,232,"Kamigawa: Neon Dynasty",71799,548545,,0,,,,262202,607332
"Risona, Asari Commander","Legendary Creature - Human Samurai",Multicolors,Rare,"Ekaterina Burmak",3,3,(1)(R)(W),3,1,0,0,$0.11,$0.25,233,"Kamigawa: Neon Dynasty",71800,548546,,0,1xMint,,1xEnglish,262673,608281
"Satoru Umezawa","Legendary Creature - Human Ninja",Multicolors,Rare,"Anna Pavleeva",2,4,(1)(U)(B),3,0,0,0,$0.32,$0.62,234,"Kamigawa: Neon Dynasty",71801,548547,,0,,,,257760,605021
