"sep=,"
Name,Type,Color,Rarity,Author,Power,Toughness,Mana cost,Converted mana cost,Count,Foil count,Special foil count,Price,Foil price,Number,Set,ID,Multiverse ID,Comments,To trade,Condition,Grading,Languages,TCG ID,Cardmarket ID
"Sea of Clouds","Land",Colorless,Rare,"Matt Gaser",0,0,,0,0,0,0,$6.63,$7.84,360,"Commander Legends: Battle for Baldur's Gate",74912,0,,0,,,,267055,650840
"Ellyn Harbreeze, Busybody","Legendary Creature - Human Peasant",White,Uncommon,"Dan Scott",2,4,(3)(W),4,0,0,0,$0.16,$0.11,472,"Commander Legends: Battle for Baldur's Gate",74935,0,,0,,,,0,0
"Far Traveler","Legendary Enchantment - Background",White,Uncommon,"Alix Branwyn",0,0,(2)(W),3,0,0,0,$0.23,$0.11,473,"Commander Legends: Battle for Baldur's Gate",74936,0,,0,,,,0,0
"Flaming Fist","Legendary Enchantment - Background",White,Common,"Diego Gisbert",0,0,(2)(W),3,0,0,0,$0.19,$0.07,474,"Commander Legends: Battle for Baldur's Gate",74937,0,,0,,,,0,0
"Inspiring Leader","Legendary Enchantment - Background",White,Uncommon,"Stephen Stark",0,0,(2)(W),3,0,0,0,$0.19,$0.11,475,"Commander Legends: Battle for Baldur's Gate",74938,0,,0,,,,0,0
"Lae'zel, Vlaakith's Champion","Legendary Creature - Gith Warrior",White,Rare,"John Stanko",3,3,(2)(W),3,0,0,0,$2.31,$1.09,476,"Commander Legends: Battle for Baldur's Gate",74939,0,,0,,,,0,0
"Lulu, Loyal Hollyphant","Legendary Creature - Elephant Angel",White,Uncommon,"Jakob Eirich",3,2,(3)(W),4,0,0,0,$0.19,$0.08,477,"Commander Legends: Battle for Baldur's Gate",74940,0,,0,,,,272552,0
"Rasaad yn Bashir","Legendary Creature - Human Monk",White,Uncommon,"Dan Scott",0,3,(2)(W),3,0,0,0,$0.19,$0.05,479,"Commander Legends: Battle for Baldur's Gate",74942,0,,0,,,,0,0
"Veteran Soldier","Legendary Enchantment - Background",White,Uncommon,"Brock Grossman",0,0,(1)(W),2,0,0,0,$0.25,$0.09,480,"Commander Legends: Battle for Baldur's Gate",74943,0,,0,,,,0,0
"Alora, Merry Thief","Legendary Creature - Halfling Rogue",Blue,Uncommon,"Aaron Miller",3,2,(2)(U),3,0,0,0,$0.14,$0.09,481,"Commander Legends: Battle for Baldur's Gate",74944,0,,0,,,,0,0
"Candlekeep Sage","Legendary Enchantment - Background",Blue,Common,"Kim Sokol",0,0,(2)(U),3,0,0,0,$0.12,$0.07,482,"Commander Legends: Battle for Baldur's Gate",74945,0,,0,,,,0,0
"Dungeon Delver","Legendary Enchantment - Background",Blue,Uncommon,"Edgar Sánchez Hidalgo",0,0,(1)(U),2,0,0,0,$0.20,$0.11,483,"Commander Legends: Battle for Baldur's Gate",74946,0,,0,,,,0,0
"Feywild Visitor","Legendary Enchantment - Background",Blue,Uncommon,"Johann Bodin",0,0,(2)(U),3,0,0,0,$0.19,$0.09,484,"Commander Legends: Battle for Baldur's Gate",74947,0,,0,,,,0,0
"Gale, Waterdeep Prodigy","Legendary Creature - Human Wizard",Blue,Rare,"Cristi Balanescu",1,3,(2)(U),3,0,0,0,$0.65,$0.02,485,"Commander Legends: Battle for Baldur's Gate",74948,0,,0,,,,0,0
"Imoen, Mystic Trickster","Legendary Creature - Human Rogue Wizard",Blue,Uncommon,"Alix Branwyn",2,3,(2)(U),3,0,0,0,$0.16,$0.11,486,"Commander Legends: Battle for Baldur's Gate",74949,0,,0,,,,0,0
"Renari, Merchant of Marvels","Legendary Creature - Dragon Artificer",Blue,Uncommon,"Filip Burburan",2,4,(3)(U),4,0,0,0,$0.15,$0.12,487,"Commander Legends: Battle for Baldur's Gate",74950,0,,0,,,,0,0
"Shameless Charlatan","Legendary Enchantment - Background",Blue,Rare,"Inka Schulz",0,0,(1)(U),2,0,0,0,$0.37,$0.02,488,"Commander Legends: Battle for Baldur's Gate",74951,0,,0,,,,0,0
"Sword Coast Sailor","Legendary Enchantment - Background",Blue,Uncommon,"Tony Foti",0,0,(1)(U),2,0,0,0,$0.21,$0.09,489,"Commander Legends: Battle for Baldur's Gate",74952,0,,0,,,,0,0
"Volo, Itinerant Scholar","Legendary Creature - Human Wizard",Blue,Mythic,"Andreas Zafiratos",2,3,(2)(U),3,0,0,0,$1.66,$0.65,491,"Commander Legends: Battle for Baldur's Gate",74954,0,,0,,,,0,0
"Agent of the Shadow Thieves","Legendary Enchantment - Background",Black,Uncommon,"Clare Wong",0,0,(1)(B),2,0,0,0,$0.21,$0.09,493,"Commander Legends: Battle for Baldur's Gate",74956,0,,0,,,,0,0
"Criminal Past","Legendary Enchantment - Background",Black,Uncommon,"Will Gist",0,0,(2)(B),3,0,0,0,$0.25,$0.09,494,"Commander Legends: Battle for Baldur's Gate",74957,0,,0,,,,0,0
"Cultist of the Absolute","Legendary Enchantment - Background",Black,Rare,"Artur Treffner",0,0,(B),1,0,0,0,$0.75,$0.31,495,"Commander Legends: Battle for Baldur's Gate",74958,0,,0,,,,0,0
"Sarevok, Deathbringer","Legendary Creature - Human Knight",Black,Uncommon,"Ben Hill",3,4,(3)(B),4,0,0,0,$0.23,$0.09,497,"Commander Legends: Battle for Baldur's Gate",74960,0,,0,,,,272587,0
"Scion of Halaster","Legendary Enchantment - Background",Black,Common,"Milivoj Ćeran",0,0,(1)(B),2,0,0,0,$0.14,$0.08,498,"Commander Legends: Battle for Baldur's Gate",74961,0,,0,,,,272579,0
"Sivriss, Nightmare Speaker","Legendary Creature - Snake Cleric Warlock",Black,Uncommon,"Tuan Duong Chu",3,3,(3)(B),4,0,0,0,$0.19,$0.09,500,"Commander Legends: Battle for Baldur's Gate",74963,0,,0,,,,0,0
"Amber Gristle O'Maul","Legendary Creature - Dwarf Cleric",Red,Uncommon,"Darek Zabrocki",3,3,(3)(R),4,0,0,0,$0.20,$0.08,502,"Commander Legends: Battle for Baldur's Gate",74965,0,,0,,,,0,0
"Dragon Cultist","Legendary Enchantment - Background",Red,Uncommon,"Cristi Balanescu",0,0,(4)(R),5,0,0,0,$0.23,$0.08,503,"Commander Legends: Battle for Baldur's Gate",74966,0,,0,,,,0,0
"Guild Artisan","Legendary Enchantment - Background",Red,Uncommon,"Mark Behm",0,0,(1)(R),2,0,0,0,$0.21,$0.08,505,"Commander Legends: Battle for Baldur's Gate",74968,0,,0,,,,0,0
"Gut, True Soul Zealot","Legendary Creature - Goblin Shaman",Red,Uncommon,"Wayne Reynolds",2,2,(2)(R),3,0,0,0,$0.22,$0.11,506,"Commander Legends: Battle for Baldur's Gate",74969,0,,0,,,,0,0
"Karlach, Fury of Avernus","Legendary Creature - Tiefling Barbarian",Red,Mythic,"Billy Christian",5,4,(4)(R),5,0,0,0,$5.35,$2.50,507,"Commander Legends: Battle for Baldur's Gate",74970,0,,0,,,,0,0
"Livaan, Cultist of Tiamat","Legendary Creature - Dragon Shaman",Red,Uncommon,"Ioannis Fiore",1,3,(2)(R),3,0,0,0,$0.12,$0.11,508,"Commander Legends: Battle for Baldur's Gate",74971,0,,0,,,,0,0
"Street Urchin","Legendary Enchantment - Background",Red,Uncommon,"Julie Dillon",0,0,(1)(R),2,0,0,0,$0.23,$0.08,510,"Commander Legends: Battle for Baldur's Gate",74973,0,,0,,,,0,0
"Wyll, Blade of Frontiers","Legendary Creature - Human Warlock",Red,Rare,"Mads Ahm",1,1,(1)(R),2,0,0,0,$0.37,$0.12,512,"Commander Legends: Battle for Baldur's Gate",74975,0,,0,,,,0,0
"Erinis, Gloom Stalker","Legendary Creature - Halfling Ranger",Green,Uncommon,"Ioannis Fiore",3,3,(2)(G),3,0,0,0,$0.24,$0.09,515,"Commander Legends: Battle for Baldur's Gate",74978,0,,0,,,,0,0
"Halsin, Emerald Archdruid","Legendary Creature - Elf Druid",Green,Uncommon,"Slawomir Maniak",2,4,(3)(G),4,0,0,0,$0.08,$0.08,516,"Commander Legends: Battle for Baldur's Gate",74979,0,,0,,,,272601,0
"Hardy Outlander","Legendary Enchantment - Background",Green,Uncommon,"Kim Sokol",0,0,(1)(G),2,0,0,0,$0.17,$0.08,517,"Commander Legends: Battle for Baldur's Gate",74980,0,,0,,,,0,0
"Jaheira, Friend of the Forest","Legendary Creature - Human Elf Druid",Green,Rare,"Mila Pesic",2,3,(2)(G),3,0,0,0,$3.71,$2.29,518,"Commander Legends: Battle for Baldur's Gate",74981,0,,0,,,,0,0
"Raised by Giants","Legendary Enchantment - Background",Green,Rare,"Kai Carpenter",0,0,(5)(G),6,0,0,0,$0.45,$0.17,520,"Commander Legends: Battle for Baldur's Gate",74983,0,,0,,,,0,0
"Skanos Dragonheart","Legendary Creature - Dragon Ranger",Green,Uncommon,"Daarken",4,4,(4)(G),5,0,0,0,$0.21,$0.11,521,"Commander Legends: Battle for Baldur's Gate",74984,0,,0,,,,0,0
"Wilson, Refined Grizzly","Legendary Creature - Bear Warrior",Green,Uncommon,"Ilse Gort",2,2,(1)(G),2,0,0,0,$0.61,$0.16,522,"Commander Legends: Battle for Baldur's Gate",74985,0,,0,,,,272654,0
"Alaundo the Seer","Legendary Creature - Human Shaman",Multicolors,Rare,"Aurore Folny",3,5,(2)(G)(U),4,0,0,0,$0.38,$0.18,523,"Commander Legends: Battle for Baldur's Gate",74986,0,,0,,,,0,0
"Astarion, the Decadent","Legendary Creature - Vampire Elf Rogue",Multicolors,Rare,"",4,4,(4)(W)(B),6,0,0,0,$0.18,$0.18,524,"Commander Legends: Battle for Baldur's Gate",74987,0,,0,,,,0,0
"Baba Lysaga, Night Witch","Legendary Creature - Human Warlock",Multicolors,Rare,"Slawomir Maniak",3,3,(1)(B)(G),3,0,0,0,$0.59,$0.14,525,"Commander Legends: Battle for Baldur's Gate",74988,0,,0,,,,0,0
"Bane, Lord of Darkness","Legendary Creature - God",Multicolors,Rare,"Billy Christian",5,2,(1)(W)(U)(B),4,0,0,0,$0.35,$0.06,526,"Commander Legends: Battle for Baldur's Gate",74989,0,,0,,,,272933,0
"Bhaal, Lord of Murder","Legendary Creature - God",Multicolors,Rare,"Peter Polach",4,4,(2)(B)(R)(G),5,0,0,0,$0.17,$0.17,527,"Commander Legends: Battle for Baldur's Gate",74990,0,,0,,,,0,0
"Cadira, Caller of the Small","Legendary Creature - Orc Ranger",Multicolors,Uncommon,"Alexandr Leskinen",3,3,(1)(G)(W),3,0,0,0,$0.26,$0.12,528,"Commander Legends: Battle for Baldur's Gate",74991,0,,0,,,,0,0
"Commander Liara Portyr","Legendary Creature - Human Soldier",Multicolors,Uncommon,"",5,3,(3)(R)(W),5,0,0,0,$0.18,$0.09,529,"Commander Legends: Battle for Baldur's Gate",74992,0,,0,,,,272605,0
"Duke Ulder Ravengard","Legendary Creature - Human Noble Soldier",Multicolors,Rare,"Eric Deschamps",5,5,(4)(R)(W),6,0,0,0,$0.21,$0.18,531,"Commander Legends: Battle for Baldur's Gate",74994,0,,0,,,,0,0
"Dynaheir, Invoker Adept","Legendary Creature - Human Wizard",Multicolors,Rare,"Caroline Gariba",4,4,(1)(U)(R)(W),4,0,0,0,$0.16,$0.16,532,"Commander Legends: Battle for Baldur's Gate",74995,0,,0,,,,0,0
"Gluntch, the Bestower","Legendary Creature - Jellyfish",Multicolors,Rare,"Olivier Bernard",0,5,(1)(G)(W),3,0,0,0,$0.27,$0.14,533,"Commander Legends: Battle for Baldur's Gate",74996,0,,0,,,,0,0
"Gorion, Wise Mentor","Legendary Creature - Human Wizard",Multicolors,Rare,"Jason Kang",3,4,(G)(W)(U),3,0,0,0,$0.33,$0.06,534,"Commander Legends: Battle for Baldur's Gate",74997,0,,0,,,,0,0
"Jan Jansen, Chaos Crafter","Legendary Creature - Gnome Artificer",Multicolors,Rare,"Vladimir Krisetskiy",3,3,(R)(W)(B),3,0,0,0,$0.60,$0.08,535,"Commander Legends: Battle for Baldur's Gate",74998,0,,0,,,,0,0
"Jon Irenicus, Shattered One","Legendary Creature - Elf Wizard",Multicolors,Rare,"Igor Grechanyi",3,3,(2)(U)(B),4,0,0,0,$0.15,$0.15,536,"Commander Legends: Battle for Baldur's Gate",74999,0,,0,,,,0,0
"Kagha, Shadow Archdruid","Legendary Creature - Elf Druid",Multicolors,Uncommon,"Alexander Mokhov",1,4,(2)(B)(G),4,0,0,0,$0.26,$0.09,537,"Commander Legends: Battle for Baldur's Gate",75000,0,,0,,,,0,0
"Korlessa, Scale Singer","Legendary Creature - Dragon Bard",Multicolors,Uncommon,"Jesper Ejsing",1,4,(G)(U),2,0,0,0,$0.25,$0.13,538,"Commander Legends: Battle for Baldur's Gate",75001,0,,0,,,,0,0
"Lozhan, Dragons' Legacy","Legendary Creature - Dragon Shaman",Multicolors,Uncommon,"Rudy Siswanto",4,2,(3)(U)(R),5,0,0,0,$0.00,$0.00,539,"Commander Legends: Battle for Baldur's Gate",75002,0,,0,,,,0,0
"Mahadi, Emporium Master","Legendary Creature - Cat Devil",Multicolors,Uncommon,"Ilse Gort",3,3,(1)(B)(R),3,0,0,0,$0.38,$0.24,540,"Commander Legends: Battle for Baldur's Gate",75003,0,,0,,,,0,0
"Mazzy, Truesword Paladin","Legendary Creature - Halfling Knight",Multicolors,Rare,"Justyna Gil",3,4,(1)(R)(G)(W),4,0,0,0,$0.33,$0.15,541,"Commander Legends: Battle for Baldur's Gate",75004,0,,0,,,,0,0
"Minthara, Merciless Soul","Legendary Creature - Elf Cleric",Multicolors,Uncommon,"Evyn Fong",2,2,(2)(W)(B),4,0,0,0,$0.27,$0.11,543,"Commander Legends: Battle for Baldur's Gate",75006,0,,0,,,,0,0
"Myrkul, Lord of Bones","Legendary Creature - God",Multicolors,Rare,"Isis",7,5,(4)(W)(B)(G),7,0,0,0,$0.21,$0.15,544,"Commander Legends: Battle for Baldur's Gate",75007,0,,0,,,,0,0
"Neera, Wild Mage","Legendary Creature - Human Elf Shaman",Multicolors,Rare,"Pauline Voss",2,7,(4)(U)(R),6,0,0,0,$0.41,$0.06,545,"Commander Legends: Battle for Baldur's Gate",75008,0,,0,,,,0,0
"Nine-Fingers Keene","Legendary Creature - Human Rogue",Multicolors,Rare,"Nils Hamm",4,4,(1)(B)(G)(U),4,0,0,0,$0.58,$0.18,546,"Commander Legends: Battle for Baldur's Gate",75009,0,,0,,,,0,0
"Oji, the Exquisite Blade","Legendary Creature - Human Monk",Multicolors,Uncommon,"Andreas Zafiratos",2,3,(2)(W)(U),4,0,0,0,$0.11,$0.11,547,"Commander Legends: Battle for Baldur's Gate",75010,0,,0,,,,272607,0
"Raggadragga, Goreguts Boss","Legendary Creature - Human Boar",Multicolors,Rare,"Xavier Ribeiro",4,4,(2)(R)(G),4,0,0,0,$0.76,$0.11,548,"Commander Legends: Battle for Baldur's Gate",75011,0,,0,,,,0,0
"Raphael, Fiendish Savior","Legendary Creature - Devil Noble",Multicolors,Rare,"Livia Prima",4,4,(3)(B)(R),5,0,0,0,$0.36,$0.18,549,"Commander Legends: Battle for Baldur's Gate",75012,0,,0,,,,0,0
"Rilsa Rael, Kingpin","Legendary Creature - Human Rogue",Multicolors,Uncommon,"Micah Epstein",2,5,(3)(U)(B),5,0,0,0,$0.22,$0.12,550,"Commander Legends: Battle for Baldur's Gate",75013,0,,0,,,,272609,0
"Thrakkus the Butcher","Legendary Creature - Dragon Peasant",Multicolors,Uncommon,"Nestor Ossandon Leal",3,4,(3)(R)(G),5,0,0,0,$0.38,$0.15,551,"Commander Legends: Battle for Baldur's Gate",75014,0,,0,,,,0,0
"Zevlor, Elturel Exile","Legendary Creature - Tiefling Warrior",Multicolors,Rare,"David Rapoza",4,2,(1)(U)(B)(R),4,0,0,0,$0.42,$0.18,552,"Commander Legends: Battle for Baldur's Gate",75015,0,,0,,,,0,0
"Faldorn, Dread Wolf Herald","Legendary Creature - Human Druid",Multicolors,Mythic,"Jason A. Engle",3,3,(1)(R)(G),3,0,0,0,$2.54,$13.86,647,"Commander Legends: Battle for Baldur's Gate",75017,0,,0,,,,272613,0
"Nalia de'Arnise","Legendary Creature - Human Rogue",Multicolors,Mythic,"John Stanko",3,3,(1)(W)(B),3,0,0,0,$2.79,$15.35,649,"Commander Legends: Battle for Baldur's Gate",75019,0,,0,,,,272631,0
"Folk Hero","Legendary Enchantment - Background",White,Mythic,"Kai Carpenter",0,0,(1)(W),2,0,0,0,$3.18,$3.18,650,"Commander Legends: Battle for Baldur's Gate",75020,0,,0,,,,273649,0
"Burakos, Party Leader","Legendary Creature - Orc",Black,Mythic,"Caroline Gariba",2,4,(3)(B),4,0,0,0,$2.08,$2.08,653,"Commander Legends: Battle for Baldur's Gate",75023,0,,0,,,,273643,0
"Passionate Archaeologist","Legendary Enchantment - Background",Red,Mythic,"Nino Is",0,0,(1)(R),2,0,0,0,$2.06,$2.06,656,"Commander Legends: Battle for Baldur's Gate",75026,0,,0,,,,273666,0
"Durnan of the Yawning Portal","Legendary Creature - Human Warrior",Green,Mythic,"David Gaillet",3,3,(3)(G),4,0,0,0,$1.43,$1.43,657,"Commander Legends: Battle for Baldur's Gate",75027,0,,0,,,,273654,0
"Deep Gnome Terramancer","Creature - Gnome Wizard",White,Rare,"David Sladek",2,2,(1)(W),2,0,0,0,$19.95,$19.95,658,"Commander Legends: Battle for Baldur's Gate",75028,0,,0,,,,273676,0
"Harper Recruiter","Creature - Human Warrior",White,Rare,"Ernanda Souza",3,1,(2)(W),3,0,0,0,$0.52,$0.52,659,"Commander Legends: Battle for Baldur's Gate",75029,0,,0,,,,273653,0
"Seasoned Dungeoneer","Creature - Human Warrior",White,Rare,"John Stanko",3,4,(3)(W),4,0,0,0,$0.90,$0.90,660,"Commander Legends: Battle for Baldur's Gate",75030,0,,0,,,,273659,0
"Stick Together","Sorcery",White,Rare,"Dave Greco",0,0,(3)(W)(W),5,0,0,0,$0.47,$0.47,661,"Commander Legends: Battle for Baldur's Gate",75031,0,,0,,,,273661,0
"Black Market Connections","Enchantment",Black,Rare,"Evyn Fong",0,0,(2)(B),3,0,0,0,$18.84,$18.84,669,"Commander Legends: Battle for Baldur's Gate",75039,0,,0,,,,273674,0
"Solemn Doomguide","Creature - Tiefling Cleric",Black,Rare,"Micah Epstein",4,5,(3)(B)(B),5,0,0,0,$0.63,$0.63,672,"Commander Legends: Battle for Baldur's Gate",75042,0,,0,,,,273665,0
"Delayed Blast Fireball","Instant",Red,Rare,"Andreas Zafiratos",0,0,(1)(R)(R),3,0,0,0,$7.23,$7.23,676,"Commander Legends: Battle for Baldur's Gate",75046,0,,0,,,,273623,0
"Nalfeshnee","Creature - Beast Demon",Red,Rare,"Sam White",4,6,(5)(R),6,0,0,0,$0.54,$0.54,678,"Commander Legends: Battle for Baldur's Gate",75048,0,,0,,,,273663,0
"Green Slime","Creature - Ooze",Green,Rare,"Igor Kieryluk",2,2,(2)(G),3,0,0,0,$3.53,$3.53,680,"Commander Legends: Battle for Baldur's Gate",75050,0,,0,,,,273656,0
"Journey to the Lost City","Enchantment",Green,Rare,"Alayna Danner",0,0,(3)(G),4,0,0,0,$0.60,$0.60,681,"Commander Legends: Battle for Baldur's Gate",75051,0,,0,,,,273660,0
"Retrieve Prey","Sorcery - Adventure",Green,Rare,"Helge C. Balzer",0,0,(1)(G),7,0,0,0,$1.23,$1.23,682,"Commander Legends: Battle for Baldur's Gate",75053,0,,0,,,,273671,0
"Tlincalli Hunter","Creature - Scorpion Scout",Green,Rare,"Helge C. Balzer",7,7,(5)(G)(G),7,0,0,0,$1.23,$1.23,682,"Commander Legends: Battle for Baldur's Gate",75052,0,,0,,,,273671,0
"Venture Forth","Sorcery",Green,Rare,"Gaboleps",0,0,(3)(G),4,0,0,0,$0.70,$0.70,683,"Commander Legends: Battle for Baldur's Gate",75054,0,,0,,,,273675,0
"Multiclass Baldric","Artifact - Equipment",Colorless,Rare,"Franz Vohwinkel",0,0,(1),1,0,0,0,$0.62,$0.62,684,"Commander Legends: Battle for Baldur's Gate",75055,0,,0,,,,273664,0
"Sarevok's Tome","Artifact",Colorless,Rare,"Titus Lunter",0,0,(4),4,0,0,0,$0.55,$0.55,685,"Commander Legends: Battle for Baldur's Gate",75056,0,,0,,,,273667,0
"Archpriest of Iona","Creature - Human Cleric",White,Rare,"Denman Rooke",0,2,(W),1,0,0,0,$0.12,$0.12,686,"Commander Legends: Battle for Baldur's Gate",75057,0,,0,,,,0,0
"Austere Command","Sorcery",White,Rare,"Anna Steinbauer",0,0,(4)(W)(W),6,0,0,0,$0.70,$0.70,687,"Commander Legends: Battle for Baldur's Gate",75058,0,,0,,,,0,0
"Aven Mindcensor","Creature - Bird Wizard",White,Uncommon,"Rebecca Guay",2,1,(2)(W),3,0,0,0,$0.22,$0.22,688,"Commander Legends: Battle for Baldur's Gate",75059,0,,0,,,,0,0
"Bygone Bishop","Creature - Spirit Cleric",White,Rare,"Jason A. Engle",2,3,(2)(W),3,0,0,0,$0.13,$0.13,689,"Commander Legends: Battle for Baldur's Gate",75060,0,,0,,,,0,0
"Crib Swap","Tribal Instant - Shapeshifter",White,Common,"Brandon Dorman",0,0,(2)(W),3,0,0,0,$0.12,$0.12,690,"Commander Legends: Battle for Baldur's Gate",75061,0,,0,,,,0,0
"Dawn","Sorcery",White,Rare,"Kasia 'Kafis' Zielińska",0,0,(3)(W)(W),9,0,0,0,$0.19,$0.19,691,"Commander Legends: Battle for Baldur's Gate",75063,0,,0,,,,0,0
"Dusk","Sorcery",White,Rare,"Kasia 'Kafis' Zielińska",0,0,(2)(W)(W),9,0,0,0,$0.19,$0.19,691,"Commander Legends: Battle for Baldur's Gate",75062,0,,0,,,,0,0
"Eight-and-a-Half-Tails","Legendary Creature - Fox Cleric",White,Rare,"Daren Bader",2,2,(W)(W),2,0,0,0,$0.18,$0.18,692,"Commander Legends: Battle for Baldur's Gate",75064,0,,0,,,,0,0
"Frontline Medic","Creature - Human Cleric",White,Rare,"Willian Murai",3,3,(2)(W),3,0,0,0,$0.12,$0.12,693,"Commander Legends: Battle for Baldur's Gate",75065,0,,0,,,,0,0
"Galepowder Mage","Creature - Kithkin Wizard",White,Rare,"Jeremy Jarvis",3,3,(3)(W),4,0,0,0,$0.17,$0.17,694,"Commander Legends: Battle for Baldur's Gate",75066,0,,0,,,,0,0
"Glorious Protector","Creature - Angel Cleric",White,Rare,"PINDURSKI",3,4,(2)(W)(W),4,0,0,0,$0.17,$0.17,695,"Commander Legends: Battle for Baldur's Gate",75067,0,,0,,,,0,0
"Irregular Cohort","Creature - Shapeshifter",White,Common,"Steve Argyle",2,2,(2)(W)(W),4,0,0,0,$0.09,$0.09,696,"Commander Legends: Battle for Baldur's Gate",75068,0,,0,,,,0,0
"Jazal Goldmane","Legendary Creature - Cat Warrior",White,Mythic,"Aaron Miller",4,4,(2)(W)(W),4,0,0,0,$0.24,$0.24,697,"Commander Legends: Battle for Baldur's Gate",75069,0,,0,,,,0,0
"Mage's Attendant","Creature - Cat Rogue",White,Uncommon,"Igor Kieryluk",3,2,(2)(W),3,0,0,0,$0.09,$0.09,698,"Commander Legends: Battle for Baldur's Gate",75070,0,,0,,,,0,0
"Magus of the Balance","Creature - Human Wizard",White,Rare,"Kev Walker",2,2,(1)(W),2,0,0,0,$0.16,$0.16,699,"Commander Legends: Battle for Baldur's Gate",75071,0,,0,,,,0,0
"Mikaeus, the Lunarch","Legendary Creature - Human Cleric",White,Mythic,"Steven Belledin",0,0,(X)(W),1,0,0,0,$0.32,$0.32,700,"Commander Legends: Battle for Baldur's Gate",75072,0,,0,,,,0,0
"Mirror Entity","Creature - Shapeshifter",White,Rare,"Zoltan Boros & Gabor Szikszai",1,1,(2)(W),3,0,0,0,$0.32,$0.32,701,"Commander Legends: Battle for Baldur's Gate",75073,0,,0,,,,0,0
"Mother of Runes","Creature - Human Cleric",White,Uncommon,"Scott M. Fischer",1,1,(W),1,0,0,0,$2.77,$2.77,702,"Commander Legends: Battle for Baldur's Gate",75074,0,,0,,,,0,0
"Order of Whiteclay","Creature - Kithkin Cleric",White,Rare,"Steven Belledin",1,4,(1)(W)(W),3,0,0,0,$0.16,$0.16,703,"Commander Legends: Battle for Baldur's Gate",75075,0,,0,,,,0,0
"Priest of Ancient Lore","Creature - Dwarf Cleric",White,Common,"Jarel Threat",2,1,(2)(W),3,0,0,0,$0.13,$0.13,704,"Commander Legends: Battle for Baldur's Gate",75076,0,,0,,,,0,0
"Rumor Gatherer","Creature - Elf Wizard",White,Uncommon,"Simon Dominic",2,1,(1)(W)(W),3,0,0,0,$0.13,$0.13,705,"Commander Legends: Battle for Baldur's Gate",75077,0,,0,,,,0,0
"Selfless Spirit","Creature - Spirit Cleric",White,Rare,"Seb McKinnon",2,1,(1)(W),2,0,0,0,$2.62,$2.62,706,"Commander Legends: Battle for Baldur's Gate",75078,0,,0,,,,0,0
"Sevinne's Reclamation","Sorcery",White,Rare,"Zoltan Boros",0,0,(2)(W),3,0,0,0,$3.58,$3.58,707,"Commander Legends: Battle for Baldur's Gate",75079,0,,0,,,,0,0
"Solemn Recruit","Creature - Dwarf Warrior",White,Rare,"Eric Deschamps",2,2,(1)(W)(W),3,0,0,0,$0.13,$0.13,708,"Commander Legends: Battle for Baldur's Gate",75080,0,,0,,,,0,0
"Squad Commander","Creature - Kor Warrior",White,Rare,"Ekaterina Burmak",3,3,(3)(W),4,0,0,0,$0.14,$0.14,709,"Commander Legends: Battle for Baldur's Gate",75081,0,,0,,,,0,0
"Unbreakable Formation","Instant",White,Rare,"Matt Stewart",0,0,(2)(W),3,0,0,0,$0.34,$0.34,710,"Commander Legends: Battle for Baldur's Gate",75082,0,,0,,,,0,0
"Valiant Changeling","Creature - Shapeshifter",White,Uncommon,"Gabor Szikszai",3,3,(5)(W)(W),7,0,0,0,$0.08,$0.08,711,"Commander Legends: Battle for Baldur's Gate",75083,0,,0,,,,0,0
"Bloodsoaked Champion","Creature - Human Warrior",Black,Rare,"Aaron Miller",2,1,(B),1,0,0,0,$0.20,$0.20,740,"Commander Legends: Battle for Baldur's Gate",75112,0,,0,,,,0,0
"Butcher of Malakir","Creature - Vampire Warrior",Black,Rare,"Jason Chan",5,4,(5)(B)(B),7,0,0,0,$0.17,$0.17,741,"Commander Legends: Battle for Baldur's Gate",75113,0,,0,,,,0,0
"Calculating Lich","Creature - Zombie Wizard",Black,Mythic,"Antonio José Manzanedo",5,5,(4)(B)(B),6,0,0,0,$0.35,$0.35,742,"Commander Legends: Battle for Baldur's Gate",75114,0,,0,,,,0,0
"Changeling Outcast","Creature - Shapeshifter",Black,Common,"Micah Epstein",1,1,(B),1,0,0,0,$0.14,$0.14,743,"Commander Legends: Battle for Baldur's Gate",75115,0,,0,,,,0,0
"Corpse Augur","Creature - Zombie Wizard",Black,Uncommon,"Scott M. Fischer",4,2,(3)(B),4,0,0,0,$0.12,$0.12,744,"Commander Legends: Battle for Baldur's Gate",75116,0,,0,,,,0,0
"Dire Fleet Ravager","Creature - Orc Pirate Wizard",Black,Mythic,"Bram Sels",4,4,(3)(B)(B),5,0,0,0,$0.22,$0.22,749,"Commander Legends: Battle for Baldur's Gate",75121,0,,0,,,,0,0
"Gonti, Lord of Luxury","Legendary Creature - Aetherborn Rogue",Black,Rare,"Daarken",2,3,(2)(B)(B),4,0,0,0,$0.17,$0.17,753,"Commander Legends: Battle for Baldur's Gate",75125,0,,0,,,,0,0
"Grim Haruspex","Creature - Human Wizard",Black,Rare,"Seb McKinnon",3,2,(2)(B),3,0,0,0,$0.38,$0.38,754,"Commander Legends: Battle for Baldur's Gate",75126,0,,0,,,,0,0
"Grim Hireling","Creature - Tiefling Rogue",Black,Rare,"Tomas Duchek",3,2,(3)(B),4,0,0,0,$2.65,$2.65,755,"Commander Legends: Battle for Baldur's Gate",75127,0,,0,,,,0,0
